InfoDate,EmployeeID,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,retirementType,resignationReason,Attrition,retirementDate,JobInvolvement,PerformanceRating
2015-12-31,3470,55,23,36970,3.0,13,1,1,3,4,2,3,Travel_Frequently,Research & Development,Doctor,Life Sciences,Male,3,Laboratory Technician,Married,,,No,,3,3
2015-12-31,2000,55,23,36970,3.0,13,1,1,3,4,2,3,Travel_Frequently,Research & Development,Doctor,Life Sciences,Male,3,Laboratory Technician,Married,,,No,,3,3
2015-12-31,2352,32,3,47210,3.0,14,1,3,3,2,4,3,Travel_Rarely,Research & Development,College,Life Sciences,Male,3,Research Scientist,Married,,,No,,3,3
2015-12-31,882,32,3,47210,3.0,14,1,3,3,2,4,3,Travel_Rarely,Research & Development,College,Life Sciences,Male,3,Research Scientist,Married,,,No,,3,3
2015-12-31,3822,32,3,47210,3.0,14,1,3,3,2,4,3,Travel_Rarely,Research & Development,College,Life Sciences,Male,3,Research Scientist,Married,,,No,,3,3
2015-12-31,3423,35,24,57450,1.0,17,3,4,3,2,4,2,Travel_Rarely,Sales,Bachelor,Medical,Male,5,Sales Executive,Divorced,,,No,,3,3
2015-12-31,483,35,24,57450,1.0,17,3,4,3,2,4,2,Travel_Rarely,Sales,Bachelor,Medical,Male,5,Sales Executive,Divorced,,,No,,3,3
2015-12-31,1953,35,24,57450,1.0,17,3,4,3,2,4,2,Travel_Rarely,Sales,Bachelor,Medical,Male,5,Sales Executive,Divorced,,,No,,3,3
2015-12-31,967,26,9,106860,1.0,14,1,2,3,4,3,4,Travel_Rarely,Research & Development,Below College,Medical,Male,1,Sales Executive,Married,,,No,,3,3
2015-12-31,2437,26,9,106860,1.0,14,1,2,3,4,3,4,Travel_Rarely,Research & Development,Below College,Medical,Male,1,Sales Executive,Married,,,No,,3,3
2015-12-31,3907,26,9,106860,1.0,14,1,2,3,4,3,4,Travel_Rarely,Research & Development,Below College,Medical,Male,1,Sales Executive,Married,,,No,,3,3
2015-12-31,114,29,1,66670,9.0,12,1,6,3,4,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,2,Research Director,Single,,,No,,4,3
2015-12-31,3054,29,1,66670,9.0,12,1,6,3,4,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,2,Research Director,Single,,,No,,4,3
2015-12-31,1584,29,1,66670,9.0,12,1,6,3,4,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,2,Research Director,Single,,,No,,4,3
2015-12-31,1793,35,5,16750,1.0,16,0,6,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,3,Manager,Married,,,No,,2,3
2015-12-31,3263,35,5,16750,1.0,16,0,6,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,3,Manager,Married,,,No,,2,3
2015-12-31,323,35,5,16750,1.0,16,0,6,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,3,Manager,Married,,,No,,2,3
2015-12-31,4283,43,2,32110,4.0,13,0,2,3,2,3,3,Travel_Frequently,Sales,College,Life Sciences,Male,1,Sales Executive,Single,,,No,,4,3
2015-12-31,1343,43,2,32110,4.0,13,0,2,3,2,3,3,Travel_Frequently,Sales,College,Life Sciences,Male,1,Sales Executive,Single,,,No,,4,3
2015-12-31,2813,43,2,32110,4.0,13,0,2,3,2,3,3,Travel_Frequently,Sales,College,Life Sciences,Male,1,Sales Executive,Single,,,No,,4,3
2015-12-31,757,31,1,168560,3.0,12,1,3,3,1,2,4,Travel_Rarely,Research & Development,Bachelor,Medical,Male,1,Laboratory Technician,Single,,,No,,3,3
2015-12-31,3697,31,1,168560,3.0,12,1,3,3,1,2,4,Travel_Rarely,Research & Development,Bachelor,Medical,Male,1,Laboratory Technician,Single,,,No,,3,3
2015-12-31,2227,31,1,168560,3.0,12,1,3,3,1,2,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,1,Laboratory Technician,Single,,,No,,3,3
2015-12-31,180,30,2,48500,0.0,12,1,4,3,4,2,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,3120,30,2,48500,0.0,12,1,4,3,4,2,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,1650,30,2,48500,0.0,12,1,4,3,4,2,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,1,Sales Executive,Single,,,No,,3,3
2015-12-31,3274,33,23,86390,5.0,16,2,3,3,1,1,3,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,1,Human Resources,Single,Resignation,Stress,Sí,2016-06-24,2,3
2015-12-31,1804,33,23,86390,5.0,16,2,3,3,1,1,3,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,1,Human Resources,Single,Fired,,No,2016-07-14,2,3
2015-12-31,334,33,23,86390,5.0,16,2,3,3,1,1,3,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,1,Human Resources,Single,Resignation,Others,Sí,2016-03-13,2,3
2015-12-31,3422,27,3,31610,0.0,13,2,0,3,1,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Human Resources,Married,,,No,,3,3
2015-12-31,1952,27,3,31610,0.0,13,2,0,3,1,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Human Resources,Married,,,No,,3,3
2015-12-31,482,27,3,31610,0.0,13,2,0,3,1,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,2,Human Resources,Married,,,No,,3,3
2015-12-31,3043,57,21,191610,2.0,18,0,2,3,4,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,5,Research Scientist,Married,,,No,,1,3
2015-12-31,103,57,21,191610,2.0,18,0,2,3,4,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,5,Research Scientist,Married,,,No,,1,3
2015-12-31,1573,57,21,191610,2.0,18,0,2,3,4,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,5,Research Scientist,Married,,,No,,1,3
2015-12-31,1699,37,9,20860,4.0,14,0,3,3,4,3,2,Travel_Rarely,Sales,Master,Marketing,Female,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,229,37,9,20860,4.0,14,0,3,3,4,3,2,Travel_Rarely,Sales,Master,Marketing,Female,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,3169,37,9,20860,4.0,14,0,3,3,4,3,2,Travel_Rarely,Sales,Master,Marketing,Female,2,Laboratory Technician,Married,,,No,,3,3
2015-12-31,2788,59,12,47230,9.0,14,0,0,3,3,4,3,Non-Travel,Research & Development,College,Life Sciences,Male,2,Sales Executive,Married,,,No,,3,3
2015-12-31,4258,59,12,47230,9.0,14,0,0,3,3,4,3,Non-Travel,Research & Development,College,Life Sciences,Male,2,Sales Executive,Married,,,No,,3,3
2015-12-31,1318,59,12,47230,9.0,14,0,0,3,3,4,3,Non-Travel,Research & Development,College,Life Sciences,Male,2,Sales Executive,Married,,,No,,3,3
2015-12-31,695,31,3,71040,1.0,14,1,3,3,4,2,4,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,1,Sales Executive,Single,Resignation,Salary,Sí,2016-03-26,3,3
2015-12-31,3635,31,3,71040,1.0,14,1,3,3,4,2,4,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,1,Sales Executive,Single,Resignation,Others,Sí,2016-01-18,3,3
2015-12-31,2165,31,3,71040,1.0,14,1,3,3,4,2,4,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,1,Sales Executive,Single,Resignation,Salary,Sí,2016-10-31,3,3
2015-12-31,1696,35,2,24960,4.0,17,3,3,3,1,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,5,Sales Executive,Single,,,No,,3,3
2015-12-31,226,35,2,24960,4.0,17,3,3,3,1,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,5,Sales Executive,Single,,,No,,3,3
2015-12-31,3166,35,2,24960,4.0,17,3,3,3,1,4,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,5,Sales Executive,Single,,,No,,3,3
2015-12-31,4361,40,28,167040,9.0,22,0,2,3,4,4,1,Non-Travel,Research & Development,College,Life Sciences,Male,1,Manufacturing Director,Married,,,No,,4,4
2015-12-31,2891,40,28,167040,9.0,22,0,2,3,4,4,1,Non-Travel,Research & Development,College,Life Sciences,Male,1,Manufacturing Director,Married,,,No,,4,4
2015-12-31,1421,40,28,167040,9.0,22,0,2,3,4,4,1,Non-Travel,Research & Development,College,Life Sciences,Male,1,Manufacturing Director,Married,,,No,,4,4
2015-12-31,2507,41,3,35970,3.0,13,1,2,3,2,2,1,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,3,Research Scientist,Single,,,No,,1,3
2015-12-31,3977,41,3,35970,3.0,13,1,2,3,2,2,1,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,3,Research Scientist,Single,,,No,,1,3
2015-12-31,1037,41,3,35970,3.0,13,1,2,3,2,2,1,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,3,Research Scientist,Single,,,No,,1,3
2015-12-31,1466,42,5,60290,3.0,17,1,5,3,4,1,3,Travel_Rarely,Research & Development,Master,Medical,Female,1,Research Scientist,Single,,,No,,3,3
2015-12-31,4406,42,5,60290,3.0,17,1,5,3,4,1,3,Travel_Rarely,Research & Development,Master,Medical,Female,1,Research Scientist,Single,,,No,,3,3
2015-12-31,2936,42,5,60290,3.0,17,1,5,3,4,1,3,Travel_Rarely,Research & Development,Master,Medical,Female,1,Research Scientist,Single,,,No,,3,3
2015-12-31,863,38,2,27780,2.0,13,0,5,3,2,2,4,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,1,Manufacturing Director,Single,,,No,,2,3
2015-12-31,3803,38,2,27780,2.0,13,0,5,3,2,2,4,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,1,Manufacturing Director,Single,,,No,,2,3
2015-12-31,2333,38,2,27780,2.0,13,0,5,3,2,2,4,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,1,Manufacturing Director,Single,,,No,,2,3
2015-12-31,2751,35,9,40840,4.0,13,1,3,3,2,1,2,Travel_Frequently,Human Resources,Bachelor,Other,Female,2,Sales Representative,Married,,,No,,3,3
2015-12-31,4221,35,9,40840,4.0,13,1,3,3,2,1,2,Travel_Frequently,Human Resources,Bachelor,Other,Female,2,Sales Representative,Married,,,No,,3,3
2015-12-31,1281,35,9,40840,4.0,13,1,3,3,2,1,2,Travel_Frequently,Human Resources,Bachelor,Other,Female,2,Sales Representative,Married,,,No,,3,3
2015-12-31,3852,27,10,194190,7.0,14,1,2,3,2,3,3,Travel_Rarely,Sales,Master,Life Sciences,Male,3,Sales Executive,Married,,,No,,1,3
2015-12-31,912,27,10,194190,7.0,14,1,2,3,2,3,3,Travel_Rarely,Sales,Master,Life Sciences,Male,3,Sales Executive,Married,,,No,,1,3
2015-12-31,2382,27,10,194190,7.0,14,1,2,3,2,3,3,Travel_Rarely,Sales,Master,Life Sciences,Male,3,Sales Executive,Married,,,No,,1,3
2015-12-31,2206,25,7,22160,2.0,13,3,2,3,1,3,2,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Sales Executive,Married,,,No,,2,3
2015-12-31,3676,25,7,22160,2.0,13,3,2,3,1,3,2,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Sales Executive,Married,,,No,,2,3
2015-12-31,736,25,7,22160,2.0,13,3,2,3,1,3,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Sales Executive,Married,,,No,,2,3
2015-12-31,1487,21,3,42130,1.0,12,3,3,3,4,3,4,Travel_Rarely,Research & Development,College,Life Sciences,Male,1,Laboratory Technician,Single,,,No,,2,3
2015-12-31,2957,21,3,42130,1.0,12,3,3,3,4,3,4,Travel_Rarely,Research & Development,College,Life Sciences,Male,1,Laboratory Technician,Single,,,No,,2,3
2015-12-31,17,21,3,42130,1.0,12,3,3,3,4,3,4,Travel_Rarely,Research & Development,College,Life Sciences,Male,1,Laboratory Technician,Single,,,No,,2,3
2015-12-31,2204,32,1,191890,0.0,12,1,3,3,3,2,2,Travel_Rarely,Research & Development,Master,Medical,Male,5,Research Director,Married,,,No,,3,3
2015-12-31,734,32,1,191890,0.0,12,1,3,3,3,2,2,Travel_Rarely,Research & Development,Master,Medical,Male,5,Research Director,Married,,,No,,3,3
2015-12-31,3674,32,1,191890,0.0,12,1,3,3,3,2,2,Travel_Rarely,Research & Development,Master,Medical,Male,5,Research Director,Married,,,No,,3,3
2015-12-31,2828,30,1,103060,5.0,13,0,5,3,4,1,3,Travel_Rarely,Research & Development,Bachelor,Medical,Female,3,Sales Executive,Divorced,,,No,,3,3
2015-12-31,1358,30,1,103060,5.0,13,0,5,3,4,1,3,Travel_Rarely,Research & Development,Bachelor,Medical,Female,3,Sales Executive,Divorced,,,No,,3,3
2015-12-31,4298,30,1,103060,5.0,13,0,5,3,4,1,3,Travel_Rarely,Research & Development,Bachelor,Medical,Female,3,Sales Executive,Divorced,,,No,,3,3
2015-12-31,2003,33,23,39830,4.0,12,0,3,3,4,4,3,Travel_Rarely,Sales,Master,Marketing,Female,4,Sales Executive,Divorced,,,No,,3,3
2015-12-31,533,33,23,39830,4.0,12,0,3,3,4,4,3,Travel_Rarely,Sales,Master,Marketing,Female,4,Sales Executive,Divorced,,,No,,3,3
2015-12-31,3473,33,23,39830,4.0,12,0,3,3,4,4,3,Travel_Rarely,Sales,Master,Marketing,Female,4,Sales Executive,Divorced,,,No,,3,3
2015-12-31,545,33,9,46490,0.0,12,0,2,3,4,2,3,Travel_Frequently,Sales,Bachelor,Medical,Female,2,Research Scientist,Married,,,No,,2,3
2015-12-31,3485,33,9,46490,0.0,12,0,2,3,4,2,3,Travel_Frequently,Sales,Bachelor,Medical,Female,2,Research Scientist,Married,,,No,,2,3
2015-12-31,2015,33,9,46490,0.0,12,0,2,3,4,2,3,Travel_Frequently,Sales,Bachelor,Medical,Female,2,Research Scientist,Married,,,No,,2,3
2015-12-31,3006,28,9,56730,5.0,14,1,4,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,1,Sales Executive,Married,Resignation,Salary,Sí,2016-07-10,2,3
2015-12-31,1536,28,9,56730,5.0,14,1,4,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,1,Sales Executive,Married,Resignation,Salary,Sí,2016-07-11,2,3
2015-12-31,66,28,9,56730,5.0,14,1,4,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,1,Sales Executive,Married,Resignation,Salary,Sí,2016-01-18,2,3
2015-12-31,3600,34,13,74910,0.0,14,1,3,3,3,1,3,Travel_Rarely,Sales,Master,Medical,Male,3,Sales Representative,Single,,,No,,2,3
2015-12-31,660,34,13,74910,0.0,14,1,3,3,3,1,3,Travel_Rarely,Sales,Master,Medical,Male,3,Sales Representative,Single,,,No,,2,3
2015-12-31,2130,34,13,74910,0.0,14,1,3,3,3,1,3,Travel_Rarely,Sales,Master,Medical,Male,3,Sales Representative,Single,,,No,,2,3
2015-12-31,2315,36,9,142750,3.0,18,1,5,3,3,4,2,Travel_Rarely,Sales,Bachelor,Marketing,Female,4,Research Scientist,Single,,,No,,2,3
2015-12-31,3785,36,9,142750,3.0,18,1,5,3,3,4,2,Travel_Rarely,Sales,Bachelor,Marketing,Female,4,Research Scientist,Single,,,No,,2,3
2015-12-31,845,36,9,142750,3.0,18,1,5,3,3,4,2,Travel_Rarely,Sales,Bachelor,Marketing,Female,4,Research Scientist,Single,,,No,,2,3
2015-12-31,1088,35,2,18590,0.0,25,1,2,3,4,2,3,Travel_Rarely,Sales,Below College,Technical Degree,Male,2,Laboratory Technician,Married,,,No,,2,4
2015-12-31,2558,35,2,18590,0.0,25,1,2,3,4,2,3,Travel_Rarely,Sales,Below College,Technical Degree,Male,2,Laboratory Technician,Married,,,No,,2,4
2015-12-31,4028,35,2,18590,0.0,25,1,2,3,4,2,3,Travel_Rarely,Sales,Below College,Technical Degree,Male,2,Laboratory Technician,Married,,,No,,2,4
2015-12-31,3628,50,20,154020,4.0,21,0,3,3,4,1,3,Travel_Rarely,Research & Development,College,Medical,Female,5,Laboratory Technician,Married,,,No,,2,4
2015-12-31,688,50,20,154020,4.0,21,0,3,3,4,1,3,Travel_Rarely,Research & Development,College,Medical,Female,5,Laboratory Technician,Married,,,No,,2,4
2015-12-31,2158,50,20,154020,4.0,21,0,3,3,4,1,3,Travel_Rarely,Research & Development,College,Medical,Female,5,Laboratory Technician,Married,,,No,,2,4
2015-12-31,1467,29,2,26790,2.0,15,0,2,3,4,4,3,Travel_Rarely,Research & Development,Master,Medical,Male,1,Laboratory Technician,Divorced,,,No,,2,3
2015-12-31,4407,29,2,26790,2.0,15,0,2,3,4,4,3,Travel_Rarely,Research & Development,Master,Medical,Male,1,Laboratory Technician,Divorced,,,No,,2,3
2015-12-31,2937,29,2,26790,2.0,15,0,2,3,4,4,3,Travel_Rarely,Research & Development,Master,Medical,Male,1,Laboratory Technician,Divorced,,,No,,2,3
2015-12-31,2779,24,6,40870,0.0,20,3,1,3,1,3,2,Travel_Rarely,Sales,College,Marketing,Male,2,Research Scientist,Married,,,No,,3,4
2015-12-31,4249,24,6,40870,0.0,20,3,1,3,1,3,2,Travel_Rarely,Sales,College,Marketing,Male,2,Research Scientist,Married,,,No,,3,4
2015-12-31,1309,24,6,40870,0.0,20,3,1,3,1,3,2,Travel_Rarely,Sales,College,Marketing,Male,2,Research Scientist,Married,,,No,,3,4
2015-12-31,746,25,1,25000,4.0,14,2,2,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,2,Sales Executive,Married,,,No,,1,3
2015-12-31,3686,25,1,25000,4.0,14,2,2,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,2,Sales Executive,Married,,,No,,1,3
2015-12-31,2216,25,1,25000,4.0,14,2,2,3,1,4,2,Travel_Rarely,Research & Development,Master,Medical,Male,2,Sales Executive,Married,,,No,,1,3
2015-12-31,2106,29,19,99500,1.0,20,0,3,3,1,4,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Manufacturing Director,Divorced,,,No,,3,4
2015-12-31,3576,29,19,99500,1.0,20,0,3,3,1,4,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Manufacturing Director,Divorced,,,No,,3,4
2015-12-31,636,29,19,99500,1.0,20,0,3,3,1,4,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,Manufacturing Director,Divorced,,,No,,3,4
2015-12-31,808,55,20,47790,0.0,14,1,6,3,4,3,3,Travel_Rarely,Sales,Bachelor,Marketing,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,3748,55,20,47790,0.0,14,1,6,3,4,3,3,Travel_Rarely,Sales,Bachelor,Marketing,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,2278,55,20,47790,0.0,14,1,6,3,4,3,3,Travel_Rarely,Sales,Bachelor,Marketing,Male,2,Research Scientist,Married,,,No,,3,3
2015-12-31,1049,31,8,25520,2.0,18,0,2,3,1,1,3,Travel_Frequently,Sales,Master,Other,Female,3,Manufacturing Director,Married,,,No,,3,3
2015-12-31,3989,31,8,25520,2.0,18,0,2,3,1,1,3,Travel_Frequently,Sales,Master,Other,Female,3,Manufacturing Director,Married,,,No,,3,3
2015-12-31,2519,31,8,25520,2.0,18,0,2,3,1,1,3,Travel_Frequently,Sales,Master,Other,Female,3,Manufacturing Director,Married,,,No,,3,3
2015-12-31,4334,34,9,53680,2.0,14,1,2,3,4,2,3,Travel_Rarely,Sales,Bachelor,Marketing,Female,2,Manager,Single,,,No,,3,3
2015-12-31,2864,34,9,53680,2.0,14,1,2,3,4,2,3,Travel_Rarely,Sales,Bachelor,Marketing,Female,2,Manager,Single,,,No,,3,3
2015-12-31,1394,34,9,53680,2.0,14,1,2,3,4,2,3,Travel_Rarely,Sales,Bachelor,Marketing,Female,2,Manager,Single,,,No,,3,3
2015-12-31,3828,36,18,67250,9.0,17,1,3,3,3,3,3,Travel_Rarely,Research & Development,Below College,Medical,Male,2,Manufacturing Director,Married,,,No,,3,3
2015-12-31,888,36,18,67250,9.0,17,1,3,3,3,3,3,Travel_Rarely,Research & Development,Below College,Medical,Male,2,Manufacturing Director,Married,,,No,,3,3
2015-12-31,2358,36,18,67250,9.0,17,1,3,3,3,3,3,Travel_Rarely,Research & Development,Below College,Medical,Male,2,Manufacturing Director,Married,,,No,,3,3
2015-12-31,3755,29,8,40370,0.0,14,0,2,3,4,2,3,Travel_Frequently,Research & Development,Below College,Medical,Male,1,Research Scientist,Married,,,No,,1,3
2015-12-31,2285,29,8,40370,0.0,14,0,2,3,4,2,3,Travel_Frequently,Research & Development,Below College,Medical,Male,1,Research Scientist,Married,,,No,,1,3
2015-12-31,815,29,8,40370,0.0,14,0,2,3,4,2,3,Travel_Frequently,Research & Development,Below College,Medical,Male,1,Research Scientist,Married,,,No,,1,3
2015-12-31,72,47,4,59060,4.0,23,0,4,3,4,3,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,2,Healthcare Representative,Married,,,No,,4,4
2015-12-31,3012,47,4,59060,4.0,23,0,4,3,4,3,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,2,Healthcare Representative,Married,,,No,,4,4
2015-12-31,1542,47,4,59060,4.0,23,0,4,3,4,3,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,2,Healthcare Representative,Married,,,No,,4,4
2015-12-31,1434,33,9,32950,6.0,22,2,2,3,3,2,3,Travel_Rarely,Sales,Below College,Other,Female,3,Sales Executive,Married,,,No,,3,4
2015-12-31,2904,33,9,32950,6.0,22,2,2,3,3,2,3,Travel_Rarely,Sales,Below College,Other,Female,3,Sales Executive,Married,,,No,,3,4
2015-12-31,4374,33,9,32950,6.0,22,2,2,3,3,2,3,Travel_Rarely,Sales,Below College,Other,Female,3,Sales Executive,Married,,,No,,3,4
2015-12-31,1501,26,4,68540,2.0,11,0,5,3,1,2,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,3,Research Scientist,Divorced,Resignation,Others,Sí,2016-02-16,2,3
2015-12-31,2971,26,4,68540,2.0,11,0,5,3,1,2,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,3,Research Scientist,Divorced,Fired,,No,2016-07-15,2,3
2015-12-31,31,26,4,68540,2.0,11,0,5,3,1,2,3,Travel_Rarely,Research & Development,Bachelor,Medical,Male,3,Research Scientist,Divorced,Resignation,Salary,Sí,2016-02-08,2,3
2015-12-31,764,25,16,198590,3.0,19,0,3,3,1,1,3,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Research Scientist,Married,Resignation,Others,Sí,2016-01-22,2,3
2015-12-31,3704,25,16,198590,3.0,19,0,3,3,1,1,3,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Research Scientist,Married,Resignation,Salary,Sí,2016-03-24,2,3
2015-12-31,2234,25,16,198590,3.0,19,0,3,3,1,1,3,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Research Scientist,Married,Fired,,No,2016-05-11,2,3
2015-12-31,1826,34,2,23230,0.0,17,0,2,3,3,4,1,Travel_Rarely,Sales,Doctor,Life Sciences,Male,4,Research Scientist,Married,,,No,,3,3
2015-12-31,3296,34,2,23230,0.0,17,0,2,3,3,4,1,Travel_Rarely,Sales,Doctor,Life Sciences,Male,4,Research Scientist,Married,,,No,,3,3
2015-12-31,356,34,2,23230,0.0,17,0,2,3,3,4,1,Travel_Rarely,Sales,Doctor,Life Sciences,Male,4,Research Scientist,Married,,,No,,3,3
2015-12-31,2137,35,9,98240,0.0,19,0,2,3,3,3,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,4,Healthcare Representative,Married,,,No,,3,3
2015-12-31,667,35,9,98240,0.0,19,0,2,3,3,3,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,4,Healthcare Representative,Married,,,No,,3,3
2015-12-31,3607,35,9,98240,0.0,19,0,2,3,3,3,3,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,4,Healthcare Representative,Married,,,No,,3,3
2015-12-31,3754,49,5,34240,4.0,11,0,3,3,3,1,3,Travel_Rarely,Research & Development,Master,Life Sciences,Female,1,Research Scientist,Married,,,No,,3,3
2015-12-31,2284,49,5,34240,4.0,11,0,3,3,3,1,3,Travel_Rarely,Research & Development,Master,Life Sciences,Female,1,Research Scientist,Married,,,No,,3,3
2015-12-31,814,49,5,34240,4.0,11,0,3,3,3,1,3,Travel_Rarely,Research & Development,Master,Life Sciences,Female,1,Research Scientist,Married,,,No,,3,3
2015-12-31,1348,36,25,31170,6.0,21,1,2,3,2,2,3,Travel_Rarely,Human Resources,Below College,Human Resources,Male,2,Research Scientist,Divorced,,,No,,4,4
2015-12-31,2818,36,25,31170,6.0,21,1,2,3,2,2,3,Travel_Rarely,Human Resources,Below College,Human Resources,Male,2,Research Scientist,Divorced,,,No,,4,4
2015-12-31,4288,36,25,31170,6.0,21,1,2,3,2,2,3,Travel_Rarely,Human Resources,Below College,Human Resources,Male,2,Research Scientist,Divorced,,,No,,4,4
2015-12-31,1606,34,28,56770,9.0,20,1,3,3,3,3,3,Non-Travel,Research & Development,Bachelor,Medical,Male,1,Laboratory Technician,Married,,,No,,3,4
2015-12-31,3076,34,28,56770,9.0,20,1,3,3,3,3,3,Non-Travel,Research & Development,Bachelor,Medical,Male,1,Laboratory Technician,Married,,,No,,3,4
2015-12-31,136,34,28,56770,9.0,20,1,3,3,3,3,3,Non-Travel,Research & Development,Bachelor,Medical,Male,1,Laboratory Technician,Married,,,No,,3,4
2015-12-31,2214,37,20,68040,4.0,13,1,1,3,1,3,3,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,2,Manager,Single,,,No,,3,3
2015-12-31,744,37,20,68040,4.0,13,1,1,3,1,3,3,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,2,Manager,Single,,,No,,3,3
2015-12-31,3684,37,20,68040,4.0,13,1,1,3,1,3,3,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,2,Manager,Single,,,No,,3,3
2015-12-31,2395,36,8,103880,0.0,14,0,2,3,4,3,3,Non-Travel,Research & Development,Master,Life Sciences,Male,4,Laboratory Technician,Married,,,No,,3,3
2015-12-31,3865,36,8,103880,0.0,14,0,2,3,4,3,3,Non-Travel,Research & Development,Master,Life Sciences,Male,4,Laboratory Technician,Married,,,No,,3,3
2015-12-31,925,36,8,103880,0.0,14,0,2,3,4,3,3,Non-Travel,Research & Development,Master,Life Sciences,Male,4,Laboratory Technician,Married,,,No,,3,3
2015-12-31,778,31,16,42440,9.0,13,0,3,3,4,2,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,Human Resources,Single,,,No,,3,3
2015-12-31,3718,31,16,42440,9.0,13,0,3,3,4,2,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,Human Resources,Single,,,No,,3,3
2015-12-31,2248,31,16,42440,9.0,13,0,3,3,4,2,3,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,Human Resources,Single,,,No,,3,3
2015-12-31,1453,39,26,81610,7.0,12,1,2,3,3,3,3,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Research Director,Divorced,,,No,,4,3
2015-12-31,2923,39,26,81610,7.0,12,1,2,3,3,3,3,Travel_Rarely,Sales,Master,Life Sciences,Male,2,Research Director,Divorced,,,No,,4,3
