Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,cat__EnvironmentSatisfaction_Bajo,cat__JobSatisfaction_Bajo,cat__JobSatisfaction_Muy alto,cat__WorkLifeBalance_Mala,cat__BusinessTravel_Travel_Frequently,cat__Department_Human Resources,cat__EducationField_Human Resources,cat__MaritalStatus_Single,target
28,25,187890,3.0,16,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21,1,26100,1.0,11,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
21,1,26100,1.0,11,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
21,1,26100,1.0,11,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,1,136950,0.0,13,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,1,136950,0.0,13,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,1,136950,0.0,13,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,9,46840,1.0,16,4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,9,46840,1.0,16,4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,9,46840,1.0,16,4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,1,28670,0.0,24,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,1,28670,0.0,24,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,1,28670,0.0,24,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
48,8,53760,7.0,13,3,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48,8,53760,7.0,13,3,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48,8,53760,7.0,13,3,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
33,2,59140,3.0,16,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,2,59140,3.0,16,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,2,59140,3.0,16,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27,11,99850,1.0,14,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,11,99850,1.0,14,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,11,99850,1.0,14,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,3,51210,7.0,13,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,3,51210,7.0,13,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,3,51210,7.0,13,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,7,54540,1.0,13,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26,7,54540,1.0,13,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26,7,54540,1.0,13,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,8,25870,0.0,22,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
29,8,25870,0.0,22,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
29,8,25870,0.0,22,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
36,8,59150,2.0,13,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,8,59150,2.0,13,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,8,59150,2.0,13,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,29,192020,1.0,12,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
29,29,192020,1.0,12,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
29,29,192020,1.0,12,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
44,23,195860,4.0,16,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,23,195860,4.0,16,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,23,195860,4.0,16,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,22,132120,4.0,13,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,22,132120,4.0,13,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,22,132120,4.0,13,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,3,59160,6.0,12,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,3,59160,6.0,12,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,3,59160,6.0,12,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34,10,47390,5.0,24,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,10,47390,5.0,24,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,10,47390,5.0,24,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,9,189470,2.0,12,2,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
31,9,189470,2.0,12,2,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
31,9,189470,2.0,12,2,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
26,3,24360,1.0,24,2,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26,3,24360,1.0,24,2,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
26,3,24360,1.0,24,2,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
34,17,20010,9.0,22,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
34,17,20010,9.0,22,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
34,17,20010,9.0,22,5,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
46,4,67120,6.0,21,3,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46,4,67120,6.0,21,3,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46,4,67120,6.0,21,3,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
36,2,199730,6.0,12,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,2,199730,6.0,12,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,2,199730,6.0,12,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,2,88370,2.0,18,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46,2,88370,2.0,18,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
46,2,88370,2.0,18,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,6,52530,1.0,15,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28,6,52530,1.0,15,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28,6,52530,1.0,15,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
43,8,22580,4.0,18,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
43,8,22580,4.0,18,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
43,8,22580,4.0,18,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
23,6,103220,1.0,14,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
23,6,103220,1.0,14,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
23,6,103220,1.0,14,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
37,9,54840,1.0,17,4,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
37,9,54840,4.0,17,4,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
37,9,54840,4.0,17,4,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
28,7,89660,1.0,16,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,7,89660,1.0,16,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
28,7,89660,1.0,16,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,5,105020,3.0,12,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29,5,105020,3.0,12,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29,5,105020,3.0,12,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
21,9,178750,1.0,12,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
21,9,178750,1.0,12,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
21,9,178750,1.0,12,5,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
49,1,35910,9.0,13,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
49,1,35910,9.0,13,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
49,1,35910,9.0,13,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
36,23,21320,4.0,20,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,23,21320,4.0,20,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,23,21320,4.0,20,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,28,25930,0.0,21,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31,28,25930,0.0,21,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31,28,25930,0.0,21,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,2,24400,0.0,18,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
33,2,24400,0.0,18,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
33,2,24400,0.0,18,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
39,8,188240,6.0,19,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,8,188240,6.0,19,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,8,188240,6.0,19,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,2,76370,2.0,11,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,2,76370,2.0,11,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,2,76370,2.0,11,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,18,23890,6.0,12,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,18,23890,6.0,12,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,18,23890,6.0,12,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44,22,104530,2.0,11,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44,22,104530,2.0,11,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
44,22,104530,2.0,11,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26,2,48210,6.0,14,2,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
26,2,48210,6.0,14,2,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
26,2,48210,6.0,14,2,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
56,10,42580,2.0,16,2,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,10,42580,2.0,16,2,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,10,42580,2.0,16,2,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,22,30550,2.0,14,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,22,30550,2.0,14,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,22,30550,2.0,14,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,11,100960,0.0,11,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,11,100960,0.0,11,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,11,100960,0.0,11,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,2,167520,2.0,18,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,2,167520,2.0,18,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,2,167520,2.0,18,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,2,21090,0.0,13,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,2,21090,0.0,13,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,2,21090,0.0,13,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
38,29,37220,5.0,14,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
38,29,37220,5.0,14,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
38,29,37220,5.0,14,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29,5,51300,4.0,11,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,5,51300,4.0,11,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,5,51300,4.0,11,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,23,24680,0.0,11,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
32,23,24680,0.0,11,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
32,23,24680,0.0,11,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
43,14,37480,7.0,14,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,14,37480,7.0,14,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43,14,37480,7.0,14,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
50,12,49000,1.0,11,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,12,49000,1.0,11,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50,12,49000,1.0,11,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28,1,20330,2.0,15,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,1,20330,2.0,15,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,1,20330,2.0,15,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
45,21,22890,4.0,13,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
45,21,22890,4.0,13,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
45,21,22890,4.0,13,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55,23,36970,3.0,13,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55,23,36970,3.0,13,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55,23,36970,3.0,13,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
32,3,47210,3.0,14,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,3,47210,3.0,14,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32,3,47210,3.0,14,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,24,57450,1.0,17,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,24,57450,1.0,17,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,24,57450,1.0,17,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
26,9,106860,1.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,9,106860,1.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,9,106860,1.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,1,66670,9.0,12,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29,1,66670,9.0,12,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29,1,66670,9.0,12,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
35,5,16750,1.0,16,6,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,5,16750,1.0,16,6,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
35,5,16750,1.0,16,6,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
43,2,32110,4.0,13,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43,2,32110,4.0,13,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43,2,32110,4.0,13,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
31,1,168560,3.0,12,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,1,168560,3.0,12,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,1,168560,3.0,12,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,2,48500,0.0,12,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,2,48500,0.0,12,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
30,2,48500,0.0,12,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,23,86390,5.0,16,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,23,86390,5.0,16,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,23,86390,5.0,16,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27,3,31610,0.0,13,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
27,3,31610,0.0,13,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
27,3,31610,0.0,13,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
57,21,191610,2.0,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,21,191610,2.0,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,21,191610,2.0,18,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,9,20860,4.0,14,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,9,20860,4.0,14,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,9,20860,4.0,14,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59,12,47230,9.0,14,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
59,12,47230,9.0,14,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
59,12,47230,9.0,14,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31,3,71040,1.0,14,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
31,3,71040,1.0,14,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
31,3,71040,1.0,14,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
35,2,24960,4.0,17,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
35,2,24960,4.0,17,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
35,2,24960,4.0,17,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
40,28,167040,9.0,22,2,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
40,28,167040,9.0,22,2,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
40,28,167040,9.0,22,2,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
41,3,35970,3.0,13,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
41,3,35970,3.0,13,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
41,3,35970,3.0,13,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
42,5,60290,3.0,17,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42,5,60290,3.0,17,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42,5,60290,3.0,17,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
38,2,27780,2.0,13,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
38,2,27780,2.0,13,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
38,2,27780,2.0,13,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35,9,40840,4.0,13,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
35,9,40840,4.0,13,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
35,9,40840,4.0,13,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
27,10,194190,7.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,10,194190,7.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,10,194190,7.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,7,22160,2.0,13,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,7,22160,2.0,13,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,7,22160,2.0,13,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,3,42130,1.0,12,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
21,3,42130,1.0,12,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
21,3,42130,1.0,12,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
32,1,191890,0.0,12,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,1,191890,0.0,12,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,1,191890,0.0,12,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,1,103060,5.0,13,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,1,103060,5.0,13,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,1,103060,5.0,13,5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,23,39830,4.0,12,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,23,39830,4.0,12,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,23,39830,4.0,12,3,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,9,46490,0.0,12,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,9,46490,0.0,12,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33,9,46490,0.0,12,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28,9,56730,5.0,14,4,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
28,9,56730,5.0,14,4,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
28,9,56730,5.0,14,4,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
34,13,74910,0.0,14,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,13,74910,0.0,14,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,13,74910,0.0,14,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,9,142750,3.0,18,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
36,9,142750,3.0,18,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
36,9,142750,3.0,18,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
35,2,18590,0.0,25,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,2,18590,0.0,25,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,2,18590,0.0,25,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,20,154020,4.0,21,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,20,154020,4.0,21,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,20,154020,4.0,21,3,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2,26790,2.0,15,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,2,26790,2.0,15,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,2,26790,2.0,15,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24,6,40870,0.0,20,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,6,40870,0.0,20,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,6,40870,0.0,20,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,1,25000,4.0,14,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25,1,25000,4.0,14,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
25,1,25000,4.0,14,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,19,99500,1.0,20,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,19,99500,1.0,20,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29,19,99500,1.0,20,3,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55,20,47790,0.0,14,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,20,47790,0.0,14,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,20,47790,0.0,14,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,8,25520,2.0,18,2,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,8,25520,2.0,18,2,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
31,8,25520,2.0,18,2,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
34,9,53680,2.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34,9,53680,2.0,14,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
